Name,ram,processor,front_camera,rear_camera_1,rear_camera_2,rear_camera_3,rear_camera_4,rear_camera_Specific,battery_capacity,os,comp_os,resolution,height,width,depth,weight,refresh rate,screen size (inch),int_storage,call func,step_count,calorie count,heart Monitor,headphones,fingerprint_sensors,Price
Samsung Galaxy F22,4,MEDIATEK HELIO G80,13,48,8,2,2,NONE,6000,ANDROID 11,Android,1152000,159.9,74,9.3,203,90,6.4,64,Yes,No,No,No,3.5,Yes,11499
Poco M2 Pro,4,QUALCOMM SNAPDRAGON 720G,16,48,8,5,2,NONE,5020,ANDROID 10,Android,2592000,165.75,76.68,8.8,209,120,6.67,64,Yes,No,No,No,3.5,Yes,10999
Moto E13,2,UNISOC T606,5,13,0,0,0,NONE,5000,ANDROID 13 GO EDITION,Android,1152000,164.19,74.95,8.47,179.5,60,6.5,64,Yes,No,No,No,3.5,Yes,6799
Tecno Pova 4,8,MEDIATEK HELIO G99,8,50,0,0,0,NONE,6000,ANDROID 12,Android,1152000,170.6,77.5,8.7,213,90,6.95,128,Yes,No,No,No,3.5,Yes,11999
Moto G32,4,QUALCOMM SNAPDRAGON 680,16,50,8,2,0,NONE,5000,ANDROID 12,Android,2592000,161.78,73.84,8.49,184,90,6.5,128,Yes,No,No,No,3.5,Yes,10999
Lava Blaze 2,6,UNISOC T616,8,13,2,0,0,NONE,5000,ANDROID 12,Android,1152000,164.96,76.1,8.6,203,90,6.5,128,Yes,No,No,No,3.5,Yes,8999
Tecno Spark 10C,4,UNISOC T606,8,16,0,0,0,NONE,5000,ANDROID 12,Android,1072000,163.84,75.49,8.5,195,90,6.56,128,Yes,No,No,No,3.5,Yes,15000
Xiaomi Redmi Note 9 Pro 5G,6,QUALCOMM SNAPDRAGON 750G,16,108,8,2,2,NONE,4820,ANDROID 10,Android,2592000,165.38,76.8,9,215,60,6.67,128,Yes,No,No,No,3.5,Yes,16000
Samsung Galaxy A03,2,UNISOC T606,5,48,2,0,0,NONE,5000,ANDROID 11,Android,1152000,164.2,75.9,9.1,196,60,6.5,32,Yes,No,No,No,3.5,Yes,14549
Poco M3,6,QUALCOMM SNAPDRAGON 662,8,48,2,2,0,NONE,6000,ANDROID 10,Android,2527200,162.3,77.3,9.6,197,60,6.53,64,Yes,No,No,No,3.5,Yes,12299
Poco F1,6,QUALCOMM SNAPDRAGON 845,20,12,5,0,0,NONE,4000,ANDROID 8.1,Android,2425680,155.5,75.2,8.8,182,60,6.18,64,Yes,No,No,No,3.5,Yes,11599
Realme Narzo 50i Prime,3,UNISOC T612,5,8,0,0,0,NONE,5000,ANDROID 11 (GO EDITION),Android,1152000,164.1,75.6,8.5,182,60,6.5,32,Yes,No,No,No,3.5,Yes,6999
Motorola Moto E32s,3,MEDIATEK HELIO G37,8,16,2,2,0,NONE,5000,ANDROID 12,Android,1152000,163.95,74.94,8.49,185,90,6.5,32,Yes,No,No,No,3.5,Yes,8499
Samsung Galaxy F12,4,SAMSUNG EXYNOS 850,16,48,5,2,2,NONE,6000,ANDROID 11,Android,1152000,164,75.9,9.7,221,90,6.5,64,Yes,No,No,No,3.5,Yes,10699
Samsung Galaxy F13,4,SAMSUNG EXYNOS 850,8,50,5,2,0,NONE,6000,ANDROID 12,Android,2600640,165.4,76.9,9.3,207,60,6.6,64,Yes,No,No,No,3.5,Yes,9699
Nokia G21,4,UNISOC T606,8,50,2,2,0,NONE,5050,ANDROID 11,Android,1152000,164.6,75.9,8.5,190,90,6.5,64,Yes,No,No,No,3.5,Yes,12499
Oppo A15s,4,MEDIATEK HELIO P35 (MT6765),8,13,2,2,0,NONE,4230,ANDROID 10,Android,1152000,164,75.4,7.9,177,60,6.52,64,Yes,No,No,No,3.5,Yes,10489
Realme C15,3,MEDIATEK HELIO G35,8,13,8,2,2,NONE,6000,ANDROID 10,Android,1152000,164.5,75.9,9.8,209,60,6.5,32,Yes,No,No,No,3.5,Yes,11999
Xiaomi Mi A3,4,QUALCOMM SNAPDRAGON 665,32,48,8,2,0,NONE,4030,ANDROID 9.0,Android,1123200,153.48,71.85,8.5,173.8,60,6.08,64,Yes,No,No,No,3.5,Yes,12999
Samsung Galaxy M13 5G,4,MEDIATEK DIMENSITY 700,5,50,2,0,0,NONE,5000,ANDROID 12,Android,2304000,164,76.5,8.8,195,90,6.5,64,Yes,No,No,No,3.5,Yes,10666
Realme C31,3,UNISOC T612,5,13,2,0,0,MONOCHROME,5000,ANDROID 11,Android,1152000,164.74,76.19,8.43,197,60,6.52,32,Yes,No,No,No,3.5,Yes,8889
Vivo Y30,8,MEDIATEK HELIO P35 (MT6765),8,13,8,2,2,NONE,5000,ANDROID 10,Android,1123200,162.04,76.46,9.11,197,60,6.47,128,Yes,No,No,No,3.5,Yes,13989
Poco M4 Pro,6,MEDIATEK HELIO G96,16,64,8,2,0,NONE,5000,ANDROID 11,Android,2592000,159.8,73.8,8.08,179.5,90,6.43,64,Yes,No,No,No,3.5,Yes,12099
iQOO Z6 4G,4,QUALCOMM SNAPDRAGON 680,16,50,2,2,0,NONE,5000,ANDROID 12,Android,2592000,160.8,73.79,8.42,182,60,6.44,128,Yes,No,No,No,3.5,Yes,14999
Realme Narzo 30,4,MEDIATEK HELIO G95,16,48,2,2,0,NONE,5000,ANDROID 11,Android,2592000,162.3,75.4,9.4,192,120,6.5,64,Yes,No,No,No,3.5,Yes,13499
Infinix Hot 20 Play,4,MEDIATEK HELIO G37,8,13,0,0,0,NONE,6000,ANDROID 12,Android,1180800,171,78,8.9,410,90,6.82,64,Yes,No,No,No,3.5,Yes,8499
Tecno Spark 8 Pro,4,MEDIATEK HELIO G85,8,48,2,0,0,NONE,5000,ANDROID 11,Android,2656800,169,76.8,8.77,196,60,6.8,64,Yes,No,No,No,3.5,Yes,15000
Realme C21,3,MEDIATEK HELIO G35,5,13,2,2,0,NONE,5000,ANDROID 10,Android,1152000,165.2,76.4,8.9,190,60,6.5,32,Yes,No,No,No,3.5,Yes,9499
Lava Yuva 2 Pro,4,MEDIATEK HELIO G37 OCTA-CORE PROCESSOR,5,13,0,0,0,NONE,5000,ANDROID 12,Android,1152000,164.5,76,9,204,60,6.5,64,Yes,No,No,No,3.5,Yes,7999
Poco M2,6,MEDIATEK HELIO G80,8,13,8,5,2,NONE,5000,ANDROID 10,Android,2527200,163.3,77,9.1,198,120,6.53,64,Yes,No,No,No,3.5,Yes,11999
Infinix Smart 6 HD,2,UNISOC SC9863A,5,8,0,0,0,AI LENS,5000,ANDROID 11 (GO EDITION),Android,1152000,165.6,76.4,9.1,400,60,6.6,32,Yes,No,No,No,3.5,Yes,5999
Vivo Y01,2,MEDIATEK HELIO P35 (MT6765),5,8,0,0,0,NONE,5000,ANDROID 11 (GO EDITION),Android,1152000,163.96,75.2,8.28,178,60,6.51,32,Yes,No,No,No,3.5,Yes,7999
Nokia C01 Plus,1,UNISOC SC9863A,5,5,0,0,0,NONE,3000,ANDROID 11 (GO EDITION),Android,1036800,148,71.8,9.3,157,60,5.45,16,Yes,No,No,No,3.5,No,5800
Poco C3,3,MEDIATEK HELIO G35,5,13,0,0,0,NONE,5000,ANDROID 10,Android,1152000,164.9,77.1,9,194,60,6.53,32,Yes,No,No,No,3.5,Yes,8800
Oppo A3s,2,QUALCOMM SNAPDRAGON 450,8,13,2,0,0,NONE,4230,ANDROID 8.1 OREO,Android,1094400,156.2,75.6,8.2,168,60,6.2,16,Yes,No,No,No,3.5,Yes,7441
Xiaomi Redmi Note 4,4,QUALCOMM SNAPDRAGON 625,5,13,0,0,0,NONE,4100,ANDROID 6.0,Android,2073600,151,76,8.3,175,60,5.5,64,Yes,No,No,No,3.5,Yes,10000
Itel A60,2,SPREADTRUM SC9832E,5,8,0,0,0,VGA,5000,ANDROID 11,Android,1160640,165,76,9,192,90,6.6,32,Yes,No,No,No,3.5,Yes,5875
Oppo A16K,3,MEDIATEK HELIO G35,5,13,0,0,0,NONE,4230,ANDROID 11,Android,1152000,164,75.4,7.85,175,60,6.52,32,Yes,No,No,No,3.5,No,10469
Realme C11,2,MEDIATEK HELIO G35,5,13,2,0,0,NONE,5000,ANDROID 10,Android,1152000,164.4,75.9,9.1,196,90,6.5,32,Yes,No,No,No,3.5,No,8999
Motorola Moto E40,4,UNISOC T700,8,48,2,2,0,NONE,5000,ANDROID 11,Android,1152000,165.1,75.6,9.1,198,90,6.5,64,Yes,No,No,No,3.5,Yes,8999
Vivo Y15 (2019),4,MEDIATEK HELIO P22 (MT6762),16,13,8,2,0,NONE,5000,ANDROID 9 PIE,Android,1111680,159.43,76.77,8.92,190.5,60,6.35,64,Yes,No,No,No,3.5,Yes,12500
Infinix Hot 12,4,MEDIATEK HELIO G37,8,50,2,0,0,AI,6000,ANDROID 11,Android,1160640,171.5,77.5,9.2,194.9,90,6.82,64,Yes,No,No,No,3.5,Yes,8999
Realme C11 (2021),2,UNISOC SC9863A,5,8,0,0,0,NONE,5000,ANDROID 11,Android,1152000,165.2,76.4,8.9,190,60,6.5,32,Yes,No,No,No,3.5,Yes,7499
Samsung Galaxy J7 Nxt,2,EXYNOS 7870 OCTA,5,13,0,0,0,NONE,3000,ANDROID 7.0,Android,921600,152.4,78.6,7.6,170,60,5.5,16,Yes,No,No,No,3.5,Yes,9999
Lava Z3,0.003,MEDIATEK HELIO A20,5,8,0,0,0,AI LENS,5000,ANDROID 11,Android,1152000,164.5,75.8,8.9,192,60,6.5,32,Yes,No,No,No,3.5,Yes,6490
Samsung Galaxy M11,3,QUALCOMM SNAPDRAGON 450,8,13,5,2,0,NONE,5000,ANDROID 10,Android,1123200,161.4,76.3,9,197,60,6.4,32,Yes,No,No,No,3.5,Yes,12999
Realme C25,4,MEDIATEK HELIO G70,8,13,2,2,0,NONE,6000,ANDROID 11,Android,1152000,164.5,75.9,9.6,209,60,6.5,64,Yes,No,No,No,3.5,Yes,10999
Tecno Pop 7 Pro,4,MEDIATEK MT6761 HELIO A22,5,12,12,0,0,NONE,5000,ANDROID 12,Android,1160640,163.86,75.51,8.9,190,60,6.6,64,Yes,No,No,No,3.5,Yes,7299
Moto E22s,4,MEDIATEK HELIO G37,8,16,2,0,0,NONE,5000,ANDROID 12,Android,1152000,163.95,74.94,8.49,185,90,6.5,64,Yes,No,No,No,3.5,Yes,8999
Realme C25Y,4,UNISOC T610,8,50,2,2,0,NONE,5000,ANDROID 11,Android,1152000,164.5,76,9.1,200,60,6.5,64,Yes,No,No,No,3.5,Yes,10999
Realme C33 2023,4,UNISOC T612,5,50,50,0,0,NONE,5000,ANDROID 12,Android,1152000,164.2,75.7,8.3,187,60,6.5,64,Yes,No,No,No,3.5,Yes,9999
Motorola Moto G22,4,MEDIATEK HELIO G37,16,50,8,2,2,NONE,5000,ANDROID 12,Android,1152000,163.95,74.94,8.49,185,90,6.53,64,Yes,No,No,No,3.5,Yes,9999
"Vivo Y15c (3GB RAM, 32GB)",3,MEDIATEK HELIO P35 (MT6765),8,13,2,0,0,NONE,5000,ANDROID 12,Android,1152000,163.96,75.2,8.28,179,60,6.51,32,Yes,No,No,No,3.5,Yes,9499
"Micromax In Note 2 (4GB RAM, 64GB)",4,MEDIATEK HELIO G95,16,48,5,2,2,NONE,5000,ANDROID 11,Android,2592000,159.9,74.3,8.34,205,60,6.43,64,Yes,No,No,No,3.5,Yes,13499
"Poco F1 (6GB RAM, 128GB)",6,QUALCOMM SNAPDRAGON 845,20,12,5,0,0,NONE,4000,ANDROID 8.1,Android,2425680,155.5,75.2,8.8,182,60,6.18,128,Yes,No,No,No,3.5,Yes,11599
Tecno Spark 9,4,MEDIATEK HELIO G37,8,13,0,0,0,NONE,5000,ANDROID 12,Android,1152000,164.57,76,8.95,194,90,6.6,64,Yes,No,No,No,3.5,Yes,7499
Vivo Y20G,4,MEDIATEK HELIO G80,8,13,2,2,0,NONE,5000,ANDROID 11,Android,1152000,164.41,76.32,8.41,192,60,6.51,64,Yes,No,No,No,0,Yes,14990
Samsung Galaxy A12,4,MEDIATEK HELIO P35 (MT6765),8,48,5,2,2,NONE,5000,ANDROID 10,Android,1152000,164,75.8,8.9,205,60,6.5,64,Yes,No,No,No,3.5,Yes,10498
Micromax In 2b,4,UNISOC T610,5,13,2,0,0,NONE,5000,ANDROID 11,Android,720,164.3,75.7,8.6,190,60,6.52,64,Yes,No,No,No,3.5,Yes,6999
Vivo Y53,2,QUALCOMM SNAPDRAGON 425,5,8,0,0,0,NONE,2500,ANDROID 6.0,Android,518400,144.2,71.4,7.64,137,90,5,16,Yes,No,No,No,3.5,Yes,9990
Realme C20,2,MEDIATEK HELIO G35,5,8,0,0,0,NONE,5000,ANDROID 10,Android,1152000,165.2,76.4,8.9,190,60,6.5,32,Yes,No,No,No,3.5,Yes,7499
Vivo U10,3,QUALCOMM SNAPDRAGON 665,8,13,8,2,0,NONE,5000,ANDROID 9 PIE,Android,1111680,159.43,76.77,8.92,190.5,60,6.35,32,Yes,No,No,No,3.5,Yes,9499
Vivo Y12,3,MEDIATEK HELIO P22 (MT6762),8,8,13,2,0,NONE,5000,ANDROID 9 PIE,Android,1111680,159.43,76.77,8.92,190.5,60,6.35,32,Yes,No,No,No,3.5,Yes,11000
Lenovo Tab M9,3,MEDIATEK HELIO G80 SOC,2,8,0,0,0,NONE,5100,ANDROID 12,Android,1072000,215.43,136.76,7.99,344,60,9,32,Yes,No,No,No,3.5,Yes,12999
Samsung Galaxy Tab A8,3,UNISOC TIGER T618,5,8,0,0,0,NONE,7040,ANDROID 11,Android,2304000,246.8,161.9,6.9,508,60,10.5,32,Yes,No,No,No,3.5,Yes,13499
Samsung Galaxy Tab A7 Lite,3,MEDIATEK HELIO P22T (MT8768T),2,8,0,0,0,NONE,5100,ANDROID 11,Android,1072000,212.5,124.7,8,366,60,8.7,32,Yes,No,No,No,3.5,Yes,15000
Itel Pad One,4,SC9863A1,5,8,0,0,0,NONE,6000,ANDROID 12 (GO EDITION),Android,1024000,241.37,160.16,8.2,520,120,10.1,128,Yes,No,No,No,3.5,No,12999
Lenovo Tab K10,3,MEDIATEK HELIO P22T,5,8,0,0,0,NONE,7500,ANDROID 11,Android,2304000,244,153,8.15,460,120,10.3,32,Yes,No,No,No,3.5,Yes,12999
Acer Iconia One 8,1,INTEL ATOM Z3735G,0,0,0,0,0,NONE,4420,ANDROID 4.4,Android,1024000,127.7,213.9,9.5,355,30,8,16,Yes,No,No,No,3.5,Yes,9999
Realme Pad Mini,3,UNISOC T616,5,8,0,0,0,NONE,6400,ANDROID 11,Android,1072000,211.8,124.5,7.6,372,60,8.7,32,Yes,No,No,No,3.5,Yes,11628
Realme Pad,4,MEDIATEK HELIO G80,8,8,0,0,0,NONE,7100,ANDROID 11,Android,2400000,246.1,155.9,6.9,440,60,10.4,64,Yes,No,No,No,3.5,Yes,15272
Samsung Galaxy Tab A 10.1 (2019) (Wi-Fi),2,EXYNOS 7904,5,8,0,0,0,NONE,6150,ANDROID 9.0,Android,2304000,245,149,7.5,460,120,10.1,32,Yes,No,No,No,3.5,No,11990
Motorola Moto Tab G20,3,MEDIATEK HELIO P22 SOC,2,5,0,0,0,NONE,5100,ANDROID 11,Android,960000,199.1,121.8,8.15,305,90,8,32,Yes,No,No,No,3.5,No,10990
Samsung Galaxy Tab A7 (LTE),3,QUALCOMM SNAPDRAGON 662,5,8,0,0,0,NONE,7040,ANDROID 10,Android,2400000,157.4,247.6,7,477,60,10.4,32,Yes,No,No,No,3.5,Yes,15490
Lenovo Smart Tab M10 FHD Plus 2nd Gen With Google Assistant,2,MEDIATEK HELIO P22T TAB,5,8,0,0,0,NONE,5000,ANDROID 9 PIE,Android,2304000,244.2,153.3,8.15,460,60,10.3,32,Yes,No,No,No,3.5,Yes,16000
Nokia T21,4,UNISOC T612,8,8,0,0,0,NONE,8200,ANDROID 12,Android,2400000,247.5,157.3,7.5,466,60,10.36,64,Yes,No,No,No,3.5,No,14999
Lava Magnum XL,2,2.0GHZ MHZ QUAD-CORE MEDIATEK PROCESSOR,2,5,0,0,0,NONE,6100,ANDROID 10,Android,1024000,240.8,167.4,9.3,530,60,10.1,32,Yes,No,No,No,3.5,No,10559
Lava Ivory,2,1.3GHZ MHZ QUAD-CORE MEDIATEK PROCESSOR,2,5,0,0,0,NONE,4100,ANDROID 10,Android,1024000,109.6,186.78,9.9,290,60,7,16,Yes,No,No,No,3.5,No,5499
Lenovo Tab 7,2,1.3GHZ QUAD-CORE MEDIATEK PROCESSOR,2,5,0,0,0,NONE,3500,ANDROID 7.0,Android,921600,193,98.7,8.4,260,60,6.98,16,Yes,No,No,No,3.5,Yes,10499
Lenovo Smart Tab M10 HD 2nd Gen with Alexa Built-in,2,MEDIATEK HELIO P22T,5,8,0,0,0,NONE,5000,ANDROID 10,Android,1024000,1Â 49.38,241.54,8.25,420,60,10.1,32,Yes,No,No,No,3.5,Yes,15000
Lenovo Tab M10 HD Gen 2,2,MEDIATEK HELIO P22T,5,8,0,0,0,NONE,5000,ANDROID 10,Android,1024000,1Â 49.38,241.54,8.25,420,120,10.1,32,Yes,No,No,No,3.5,Yes,14000
TCL Tab 10s,3,MEDIATEK MT8768,5,8,0,0,0,NONE,8000,ANDROID 10,Android,2304000,241,158.6,8.3,464,60,10.1,32,Yes,No,No,No,3.5,Yes,10579
Huawei MatePad T8,2,MEDIATEK MTK8768,8,0,0,0,0,NONE,5100,ANDROID 10,Android,1008000,199.7,121.1,8.6,220,60,8,16,Yes,No,No,No,3.5,Yes,9041
Lenovo Tab M8,3,MEDIATEK HELIO A22,2,5,0,0,0,NONE,5000,ANDROID PIE,Android,921600,199.1,121.8,8.15,305,60,8,32,Yes,No,No,No,3.5,Yes,8140
Samsung Galaxy Tab A 8.0 (2019) LTE,2,QUALCOMM SDM429 SNAPDRAGON 429,2,8,0,0,0,NONE,5100,ANDROID 9 PIE,Android,1024000,210,124.4,8,347,60,8,32,Yes,No,No,No,3.5,Yes,11999
Micromax Canvas Plex Tab,3,MEDIATEK MT8382W/M,2,5,0,0,0,NONE,3000,ANDROID 5.1,Android,614400,216,9,124,354,90,8,32,Yes,No,No,No,3.5,No,11000
HP Slate 7 VoiceTab Ultra,2,HISILICON BALONG V9R1,5,13,0,0,0,NONE,5000,ANDROID 4.2,Android,2304000,103,183,7.18,239,120,7,16,Yes,No,No,No,3.5,No,12831
Lenovo Tab M7,1,MEDIATEK MT8321,2,2,0,0,0,NONE,3500,ANDROID PIE,Android,614400,176.33,102.85,8.25,236,60,7,8,Yes,No,No,No,3.5,No,7996
Honor Pad 5 (8-inch),3,HISILICON KIRIN 710,8,8,0,0,0,NONE,5100,ANDROID 9 PIE,Android,2304000,204,8,122,310,60,8,32,Yes,No,No,No,3.5,Yes,8176
Lenovo Tab 7 Essential,1,MEDIATEK MT8167D,2,2,0,0,0,NONE,3500,ANDROID 7.0,Android,614400,194.8,102,8.8,254,60,7,16,Yes,No,No,No,3.5,No,5000
Lenovo Tab 4 8 Plus,4,QUALCOMM SNAPDRAGON 625,5,8,0,0,0,NONE,4850,ANDROID 7.0,Android,2304000,210.6,123,7,300,60,8,64,Yes,No,No,No,3.5,Yes,15000
Honor Pad 5 (10.1-inch),3,HISILICON KIRIN 659,2,8,0,0,0,NONE,5100,ANDROID OREO,Android,2304000,243,164,7.8,460,60,10.1,32,Yes,No,No,No,3.5,Yes,16999
Samsung Galaxy Tab A 7.0 (2018),1.5,QUALCOMM MSM8916 SNAPDRAGON,2,5,0,0,0,NONE,4000,ANDROID 10,Android,1024000,186.9,108.8,8.7,289,60,7,8,Yes,No,No,No,3.5,No,9490
HP Pro 8,2,MEDIATEK MT8735,2,5,0,0,0,NONE,6000,ANDROID 6.0,Android,960000,128,210.7,11.9,488,60,8,16,Yes,No,No,No,3.5,Yes,8999
Lenovo Tab 4 10,2,QUALCOMM SNAPDRAGON 425,2,5,0,0,0,NONE,7000,ANDROID 7.0,Android,1024000,247,170,8.4,505,60,10.1,16,Yes,No,No,No,3.5,Yes,13999
iBall Slide 3G-i80,1,Intel Atom Z3735F,2,5,0,0,0,None,4400,Android 4.4,Android,1024000,208,122,8.4,350,60,8,16,Yes,No,No,No,3.5,Yes,8999
Swipe Ace Strike,2,1.3GHz quad-core,2,5,0,0,0,None,4000,Android 5.1,Android,614400,203,122,8.4,340,60,6.98,16,Yes,No,No,No,3.5,Yes,6699
iBall Slide Stellar A2,1,1.7GHz octa-core,8,8,0,0,0,None,3000,Android 4.4,Android,1024000,200.1,120.8,8.6,340,60,7,8,Yes,No,No,No,3.5,Yes,6948
Acer Iconia Tab 8 W,1,quad-core,0,0,0,0,0,None,4600,Windows 8.1,Android,1024000,217,132,9.1,460,60,8,32,Yes,No,No,No,3.5,Yes,6999
iBall Slide Co-Mate,1,1.3GHz quad-core,2,5,0,0,0,None,4300,Android 5.1,Android,1024000,187,118,9.2,350,60,8,8,Yes,No,No,No,3.5,Yes,6999
Micromax Canvas Tabby,1,1.3GHz dual-core,0.3,2,0,0,0,None,3200,Android 4.4,Android,1024000,187,118,8.3,330,60,7,8,Yes,No,No,No,3.5,Yes,5499
iBall Slide O900-C,2,1.7GHz octa-core,5,5,0,0,0,None,4000,Android 4.4,Android,786432,202.5,120,8.5,340,60,7.85,16,Yes,No,No,No,3.5,Yes,5999
iBall Slide Bio-Mate,1,1.2GHz quad-core,2,5,0,0,0,None,4300,Android 5.1,Android,1024000,186,117,8.4,355,60,8,8,Yes,No,No,No,3.5,Yes,5700
Lenovo Tab M7,1,MediaTek MT8321,2,2,0,0,0,None,3500,Android Pie,Android,614400,176.33,102.85,8.25,236,60,7,8,Yes,No,No,No,3.5,Yes,9385
Lenovo Tab 2 A8 LTE,1,MediaTek MT8735,2,5,0,0,0,None,4290,Android 5.0,Android,921600,125,210,8.9,360,60,8,8,Yes,No,No,No,3.5,Yes,15000
iBall Slide 3G 7345Q-800,1,1.3GHz quad-core,2,5,0,0,0,None,3000,Android 4.2,Android,1024000,194,119,10,340,60,7,8,Yes,No,No,No,3.5,Yes,5999
Micromax Canvas Tab P690,1,Intel Atom Z3735G,2,5,0,0,0,None,4000,Android 4.4.4,Android,1024000,225,142,10,280,60,8,8,Yes,No,No,No,3.5,Yes,9999
Acer Iconia One 7,1,Intel Atom Z2560,0.3,2,0,0,0,None,3700,Android 4.2,Android,1024000,119,198,10.16,320,60,7,8,Yes,No,No,No,3.5,Yes,13500
HP Stream 8,1,Intel Atom Z3735G,2,5,0,0,0,None,4000,Windows 8.1,Android,1024000,123,209,8.89,350,60,8,32,Yes,No,No,No,3.5,Yes,11999
Samsung Galaxy Tab 3 V,1,1.3GHz quad-core,0,5,0,0,0,None,3600,Android 4.4,Android,614400,193.4,116.4,9.7,322,60,7,8,Yes,No,No,No,3.5,Yes,7990
iBall Slide 3G 1026-Q18,1,1.3GHz quad-core,2,5,0,0,0,None,4600,Android 4.4,Android,614400,256,167,10.5,470,60,10.1,8,Yes,No,No,No,3.5,Yes,7999
Asus ZenPad 7.0 (Z370CG),1,Intel Atom x3-C3230,0.3,5,0,0,0,None,4600,Android 5.0,Android,1024000,189,110.9,8.7,272,60,7,8,Yes,No,No,No,3.5,Yes,10990
Lenovo CG Slate,1,MediaTek MT8127,0.3,2,0,0,0,None,3450,Android 5.0,Android,614400,105,189,9.3,269,60,7,8,Yes,No,No,No,3.5,Yes,13400
HP 7 VoiceTab,1,Mediatek MTK8382,0.3,5,0,0,0,None,3000,Android 4.4,Android,614400,102.23,192.05,10.15,305,60,6.95,8,Yes,No,No,No,3.5,Yes,10999
Asus Fonepad 8 (FE380CG),2,Intel Atom Z3530,2,5,0,0,0,None,4000,Android 4.4,Android,1024000,120,214,8.9,310,60,8,16,Yes,No,No,No,3.5,Yes,14999
Lenovo Tab 2 A7-20,1,1.3GHz quad-core,0.3,2,0,0,0,None,3450,Android 4.4,Android,614400,194,105,8.4,200,60,7,8,Yes,No,No,No,3.5,Yes,5000
Honor Pad 5 (8-inch),3,HiSilicon Kirin 710,8,8,0,0,0,None,5100,Android 9 Pie,Android,2304000,212.3,123.2,7.8,310,60,8,32,Yes,No,No,No,3.5,No,8176
iBall Slide Wings,2,1.3GHz quad-core,2,5,0,0,0,None,4300,Android 5.1,Android,960000,200,122,8.5,310,60,8,16,Yes,No,No,No,3.5,No,8495
Micromax Canvas Tab P702,2,1.3GHz quad-core,2,5,0,0,0,None,3000,Android 5.1,Android,921600,202.5,120,8.9,310,60,7,16,Yes,No,No,No,3.5,No,5890
Samsung Galaxy Tab A 8 LTE,2,1.2GHz quad-core,2,5,0,0,0,None,4200,Android 11,Android,786432,205,122.4,8,300,60,8,16,Yes,No,No,No,3.5,No,12999
iBall Slide Snap 4G2,2,quad-core,2,5,0,0,0,None,3500,Android 6.0,Android,614400,201.2,118,8.9,380,60,7,16,Yes,No,No,No,3.5,No,6049
Lenovo Tab 2 A7-30,1,MediaTek MT8382,0.3,2,0,0,0,None,3450,Android 4.4,Android,614400,190.5,104.1,8.9,269,60,7,16,Yes,No,No,No,3.5,No,7499
Lenovo Tab3 7 LTE,1,1GHz quad-core,2,5,0,0,0,None,3000,Android 6.0,Android,614400,100,191,8.8,240,60,7,16,Yes,No,No,No,3.5,No,5000
Micromax Canvas Tab P680,1,1.3GHz quad-core,2,5,0,0,0,None,4000,Android 5.0,Android,1024000,198.5,124.5,9.8,260,60,8,16,Yes,No,No,No,3.5,No,8999
Lenovo Yoga Tab 3 (8-inch) LTE,1,Qualcomm Snapdragon 210,0,8,0,0,0,None,6200,Android 5.1,Android,1024000,210,146,7,472,60,8,16,Yes,No,No,No,3.5,Yes,16499
Samsung Galaxy Tab A 10.1 (2019) (Wi-Fi),2,Exynos 7904,5,8,0,0,0,None,6150,Android 9.0,Android,2304000,245,149,7.5,460,60,10.1,32,Yes,No,No,No,3.5,Yes,11990
Itel Pad One,4,SC9863A1,5,8,0,0,0,None,6000,Android 12 (Go Edition),Android,1024000,241.37,160.16,8.2,330,60,10.1,128,Yes,No,No,No,3.5,No,12999
TCL 10 Tab Max,4,octa-core,8,13,0,0,0,None,8000,Android 10,Android,2400000,247.8,157.56,7.65,460,60,10.36,64,Yes,No,No,No,3.5,Yes,10700
Lenovo Tab K10,3,MediaTek Helio P22T,5,8,0,0,0,None,7500,Android 11,Android,2304000,244,153,8.15,460,60,10.3,32,Yes,No,No,No,3.5,Yes,13999
Samsung Galaxy Tab3 Neo,1,1.2GHz one-core,0.3,2,0,0,0,None,3600,Android 4.2,Android,614400,116,193,9.7,322,60,7,8,Yes,No,No,No,3.5,No,10280
Samsung Galaxy Tab3 211,1,1.2GHz one-core,1.3,3,0,0,0,None,4000,Android 4.1,Android,614400,188,111.1,9.9,304,60,7,8,Yes,No,No,No,3.5,No,9890
HP Pro Tablet 10 EE,1,Intel Atom Z3735G,1.2,2,0,0,0,None,8380,Windows 8.1 Pro,Android,1024000,280,182,14.4,850,60,10.1,32,Yes,No,No,No,3.5,No,12590
Lenovo Tab M8,3,MediaTek Helio A22,2,5,0,0,0,None,5000,Android Pie,Android,921600,199.1,121.8,8.15,305,60,8,32,Yes,No,No,No,3.5,No,8174
Realme Pad,4,MediaTek Helio G80,8,8,0,0,0,None,7100,Android 11,Android,2400000,246.1,155.9,6.9,440,60,10.4,64,Yes,No,No,No,3.5,Yes,14799
Honor Pad X8,3,MediaTek Helio G80,2,5,0,0,0,None,5100,Android 12,Android,2304000,40.2,159,7.55,460,90,10.1,32,Yes,No,No,No,3.5,Yes,10999
